Brand,Product Name,GPU Chip,Released,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs
AMD,Radeon HD 7350 OEM PCI,Cedar,"Jan 5th, 2012",PCI,"512 MB, GDDR3, 64 bit",650 MHz,500 MHz,80 / 8 / 4
AMD,Radeon HD 7450 OEM,Caicos,"Jan 5th, 2012",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",625 MHz,533 MHz,160 / 8 / 4
AMD,Radeon HD 7470 OEM,Caicos,"Jan 5th, 2012",PCIe 2.0 x16,"1024 MB, GDDR5, 64 bit",750 MHz,900 MHz,160 / 8 / 4
AMD,Radeon HD 7480D IGP,Scrapper Lite,"Oct 2nd, 2012",IGP,System Shared,723 MHz,System Shared,128 / 8 / 4
AMD,Radeon HD 7540D IGP,Scrapper,"Oct 2nd, 2012",IGP,System Shared,760 MHz,System Shared,192 / 12 / 4
AMD,Radeon HD 7560D IGP,Devastator Lite,"Oct 2nd, 2012",IGP,System Shared,760 MHz,System Shared,256 / 16 / 8
AMD,Radeon HD 7570,Turks,"Jan 5th, 2012",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,800 MHz,480 / 24 / 8
AMD,Radeon HD 7660D IGP,Devastator,"Oct 2nd, 2012",IGP,System Shared,800 MHz,System Shared,384 / 24 / 8
AMD,Radeon HD 7670 OEM,Turks,"Jan 5th, 2012",PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",800 MHz,1000 MHz,480 / 24 / 8
AMD,Radeon HD 7750,Cape Verde,"Feb 15th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1125 MHz,512 / 32 / 16
AMD,Radeon HD 7770 GHz Edition,Cape Verde,"Feb 15th, 2012",PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1000 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon HD 7850,Pitcairn,"Mar 5th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",860 MHz,1200 MHz,1024 / 64 / 32
AMD,Radeon HD 7870 GHz Edition,Pitcairn,"Mar 5th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",1000 MHz,1200 MHz,1280 / 80 / 32
AMD,Radeon HD 7870 XT,Tahiti,"Nov 19th, 2012",PCIe 3.0 x16,"2 GB, GDDR5, 256 bit",925 MHz,1500 MHz,1536 / 96 / 32
AMD,Radeon HD 7950,Tahiti,"Jan 31st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,1792 / 112 / 32
AMD,Radeon HD 7950 Boost,Tahiti,"Jun 22nd, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",850 MHz,1250 MHz,1792 / 112 / 32
AMD,Radeon HD 7950 Monica BIOS 1,Tahiti,"Jan 31st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1250 MHz,1536 / 96 / 32
AMD,Radeon HD 7950 Monica BIOS 2,Tahiti,"Jan 31st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",800 MHz,1250 MHz,768 / 48 / 32
AMD,Radeon HD 7970 GHz Edition,Tahiti,"Jun 22nd, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",1000 MHz,1500 MHz,2048 / 128 / 32
AMD,Radeon HD 7970 X2,New Zealand,"Aug 31st, 2012",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1375 MHz,2048 / 128 / 32
AMD,FirePro 2270,Cedar,"Jan 31st, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",600 MHz,600 MHz,80 / 8 / 4
AMD,FirePro 2270 PCIe x1,Cedar,"Jan 31st, 2011",PCIe 2.0 x1,"512 MB, GDDR3, 64 bit",600 MHz,600 MHz,80 / 8 / 4
AMD,FirePro V4900,Turks,"Nov 1st, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1000 MHz,480 / 24 / 8
AMD,FirePro V5900,Cayman,"May 24th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",600 MHz,500 MHz,512 / 32 / 32
AMD,FirePro V7900,Cayman,"May 24th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",725 MHz,1250 MHz,1280 / 80 / 32
AMD,FirePro V7900 SDI,Cayman,"May 24th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",725 MHz,1250 MHz,1280 / 80 / 32
AMD,Radeon HD 6230,Park,"Jul 2nd, 2011",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",650 MHz,667 MHz,80 / 8 / 4
AMD,Radeon HD 6250,Cedar,"Jan 31st, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,500 MHz,80 / 8 / 4
AMD,Radeon HD 6290,Cedar,"Dec 4th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 64 bit",650 MHz,800 MHz,80 / 8 / 4
AMD,Radeon HD 6350,Cedar,"Feb 7th, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",650 MHz,400 MHz,80 / 8 / 4
AMD,Radeon HD 6370D IGP,SuperSumo,"Nov 1st, 2011",IGP,System Shared,443 MHz,System Shared,160 / 8 / 4
AMD,Radeon HD 6390,Redwood,"Jul 4th, 2011",PCIe 2.0 x16,"1024 MB, DDR2, 128 bit",550 MHz,500 MHz,320 / 16 / 8
AMD,Radeon HD 6410D IGP,SuperSumo,"Jun 20th, 2011",IGP,System Shared,600 MHz,System Shared,160 / 8 / 4
AMD,Radeon HD 6410D IGP,SuperSumo,"Jun 20th, 2011",IGP,System Shared,444 MHz,System Shared,160 / 8 / 4
AMD,Radeon HD 6450,Caicos,"Apr 7th, 2011",PCIe 2.0 x16,"512 MB, GDDR5, 64 bit",625 MHz,800 MHz,160 / 8 / 4
AMD,Radeon HD 6450 OEM,Caicos,"Feb 7th, 2011",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",625 MHz,533 MHz,160 / 8 / 4
AMD,Radeon HD 6490,Redwood,"Jul 4th, 2011",PCIe 2.0 x16,"1024 MB, DDR2, 128 bit",550 MHz,500 MHz,320 / 16 / 8
AMD,Radeon HD 6510,Turks,"May 14th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,667 MHz,320 / 16 / 8
AMD,Radeon HD 6510,Redwood,"May 14th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,500 MHz,400 / 20 / 8
AMD,Radeon HD 6530,Redwood,"May 14th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,600 MHz,400 / 20 / 8
AMD,Radeon HD 6530D IGP,Sumo,"Jun 20th, 2011",IGP,System Shared,443 MHz,System Shared,320 / 16 / 8
AMD,Radeon HD 6550D IGP,Sumo,"Jun 20th, 2011",IGP,System Shared,600 MHz,System Shared,400 / 20 / 8
AMD,Radeon HD 6570,Thames,"Feb 7th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,500 MHz,480 / 24 / 8
AMD,Radeon HD 6570,Turks,"Apr 19th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",650 MHz,1000 MHz,480 / 24 / 8
AMD,Radeon HD 6570 OEM,Turks,"Feb 7th, 2011",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",650 MHz,900 MHz,480 / 24 / 8
AMD,Radeon HD 6670,Turks,"Apr 19th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",800 MHz,1000 MHz,480 / 24 / 8
AMD,Radeon HD 6750,Juniper,"Jan 21st, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",700 MHz,1150 MHz,720 / 36 / 16
AMD,Radeon HD 6770,Juniper,"Jan 21st, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",850 MHz,1200 MHz,800 / 40 / 16
AMD,Radeon HD 6790,Barts,"Apr 4th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",840 MHz,1050 MHz,800 / 40 / 16
AMD,Radeon HD 6850 X2,Barts,"Sep 19th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",800 MHz,1050 MHz,960 / 48 / 32
AMD,Radeon HD 6870 X2,Barts,"Jul 8th, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",900 MHz,1050 MHz,1120 / 56 / 32
AMD,Radeon HD 6930,Cayman,"Dec 1st, 2011",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",750 MHz,1200 MHz,1280 / 80 / 32
AMD,Radeon HD 6970 X2,Antilles,Never Released,PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",880 MHz,1375 MHz,1536 / 96 / 32
AMD,Radeon HD 6990,Antilles,"Mar 8th, 2011",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",830 MHz,1250 MHz,1536 / 96 / 32
AMD,Radeon HD 7970,Tahiti,"Dec 22nd, 2011",PCIe 3.0 x16,"3 GB, GDDR5, 384 bit",925 MHz,1375 MHz,2048 / 128 / 32
AMD,FirePro RG220A,RV711,"May 1st, 2010",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,800 MHz,80 / 8 / 4
AMD,FireStream 9350,Cypress,"Jun 1st, 2010",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",700 MHz,1000 MHz,1440 / 72 / 32
AMD,FireStream 9370,Cypress,"Jun 23rd, 2010",PCIe 2.0 x16,"4 GB, GDDR5, 256 bit",825 MHz,1150 MHz,1600 / 80 / 32
AMD,Radeon HD 6250 IGP,Loveland,"Nov 9th, 2010",IGP,System Shared,400 MHz,System Shared,80 / 8 / 4
AMD,Radeon HD 6310 IGP,Loveland,"Nov 9th, 2010",IGP,System Shared,492 MHz,System Shared,80 / 8 / 4
AMD,Radeon HD 6850,Barts,"Oct 21st, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",775 MHz,1000 MHz,960 / 48 / 32
AMD,Radeon HD 6870,Barts,"Oct 21st, 2010",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",900 MHz,1050 MHz,1120 / 56 / 32
AMD,Radeon HD 6950,Cayman,"Dec 14th, 2010",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",800 MHz,1250 MHz,1408 / 88 / 32
AMD,Radeon HD 6970,Cayman,"Dec 14th, 2010",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",880 MHz,1375 MHz,1536 / 96 / 32
AMD,FirePro S7100X,Amethyst,"May 25th, 2016",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",725 MHz,1250 MHz,2048 / 128 / 32
AMD,Playstation 4 Pro GPU,Neo,"Nov 10th, 2016",IGP,"8 GB, GDDR5, 256 bit",911 MHz,1700 MHz,2304 / 144 / 64
AMD,Radeon E9260 MXM,Baffin,"Sep 27th, 2016",MXM-A (3.0),"4 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 48 / 16
AMD,Radeon E9260 PCIe,Baffin,"Sep 27th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1090 MHz,1750 MHz,896 / 48 / 16
AMD,Radeon E9550 MXM,Ellesmere,"Sep 27th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1120 MHz,1250 MHz,2304 / 144 / 32
AMD,Radeon Pro 450,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",800 MHz,1270 MHz,640 / 40 / 16
AMD,Radeon Pro 455,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",855 MHz,1270 MHz,768 / 48 / 16
AMD,Radeon Pro 460,Baffin,"Oct 30th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",850 MHz,1270 MHz,1024 / 64 / 16
AMD,Radeon R2 Mobile Graphics,Stoney,"Jun 1st, 2016",IGP,System Shared,200 MHz,System Shared,128 / 8 / 4
AMD,Radeon R3 Mobile Graphics,Stoney,"Jun 1st, 2016",IGP,System Shared,200 MHz,System Shared,128 / 8 / 4
AMD,Radeon R4 Mobile Graphics,Stoney,"Jun 1st, 2016",IGP,System Shared,200 MHz,System Shared,192 / 12 / 8
AMD,Radeon R5 M420,Jet,"May 15th, 2016",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R5 M430,Jet,2016,PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R5 M430,Jet,"May 15th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",780 MHz,1125 MHz,320 / 20 / 8
AMD,Radeon R5 M430,Exo,"May 15th, 2016",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",1030 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 M435,Jet,"May 15th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",780 MHz,1125 MHz,320 / 20 / 8
AMD,Radeon R5 M445,Meso,2016,PCIe 3.0 x8,"4 GB, GDDR5, 64 bit",920 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R5 M465,Meso,2016,PCIe 3.0 x8,"4 GB, DDR3, 64 bit",1000 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R5 Mobile Graphics,Stoney,"Jun 1st, 2016",IGP,System Shared,200 MHz,System Shared,192 / 12 / 8
AMD,Radeon R6 M435DX,Jet,"Dec 12th, 2016",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
AMD,Radeon R7 M440,Meso,"May 15th, 2016",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",891 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R7 M445,Meso,"May 15th, 2016",PCIe 3.0 x8,"4 GB, GDDR5, 64 bit",780 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R7 M460,Meso,"May 15th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1100 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 M465,Topaz,"May 15th, 2016",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1100 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 M465,Litho,"May 15th, 2016",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 M465X,Tropo,"May 15th, 2016",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1125 MHz,512 / 32 / 16
AMD,Radeon R8 M435DX,Jet,"Dec 12th, 2016",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
AMD,Radeon R8 M445DX,Meso,"May 15th, 2016",IGP,System Shared,780 MHz,System Shared,320 / 20 / 8
AMD,Radeon R9 M470,Emerald,"May 15th, 2016",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1500 MHz,768 / 48 / 16
AMD,Radeon R9 M470X,Emerald,"May 15th, 2016",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,896 / 56 / 16
AMD,Radeon R9 M485X,Amethyst,"May 15th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048 / 128 / 32
AMD,Radeon RX 460 Mobile,Baffin,"Aug 8th, 2016",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1000 MHz,1250 MHz,896 / 56 / 16
AMD,Radeon RX 470 Mobile,Ellesmere,"Aug 4th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",926 MHz,1750 MHz,2048 / 128 / 32
AMD,Radeon RX 480 Mobile,Ellesmere,"Aug 4th, 2016",MXM-B (3.0),"8 GB, GDDR5, 256 bit",1000 MHz,2000 MHz,2304 / 144 / 32
AMD,Xbox One S GPU,Durango 2,"Aug 2nd, 2016",IGP,"8 GB, DDR3, 256 bit",914 MHz,1066 MHz,768 / 48 / 16
AMD,FirePro W4130M,Mars,Unknown,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",775 MHz,1000 MHz,384 / 24 / 8
AMD,FirePro W4150M,Mars,Unknown,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",800 MHz,1000 MHz,384 / 24 / 8
AMD,FirePro W4170M,Opal,"Apr 23rd, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384 / 24 / 8
AMD,FirePro W4190M,Opal,"Nov 12th, 2015",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384 / 24 / 8
AMD,FirePro W5130M,Tropo,"Oct 2nd, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1000 MHz,512 / 32 / 16
AMD,FirePro W6150M,Saturn,"Nov 12th, 2015",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1075 MHz,1375 MHz,768 / 48 / 16
AMD,FirePro W7170M,Amethyst,"Oct 2nd, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048 / 128 / 32
AMD,Radeon E6465,Caicos,"Sep 29th, 2015",PCIe 2.0 x16,"2 GB, GDDR5, 64 bit",600 MHz,800 MHz,160 / 8 / 4
AMD,Radeon E8870,Saturn,"Sep 29th, 2015",MXM-B (3.0),"4 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,768 / 48 / 16
AMD,Radeon E8950,Amethyst,"Sep 29th, 2015",MXM-B (3.0),"8 GB, GDDR5, 256 bit",735 MHz,1500 MHz,2048 / 128 / 32
AMD,Radeon R2 Mobile Graphics,Beema,"Jan 28th, 2015",IGP,System Shared,200 MHz,System Shared,128 / 8 / 4
AMD,Radeon R5 A330,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1030 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 A335,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1070 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 M315,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",970 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R5 M320,Jet,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R5 M330,Exo,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",955 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 M335,Exo,"Oct 21st, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1070 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 Mobile Graphics,Wani,"Nov 7th, 2015",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8
AMD,Radeon R6 M335DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
AMD,Radeon R6 M340DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
AMD,Radeon R6 Mobile Graphics,Wani,"Nov 7th, 2015",IGP,System Shared,200 MHz,System Shared,384 / 24 / 8
AMD,Radeon R7 A360,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1100 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 A360,Opal,2015,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",725 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 M260X,Opal,"Dec 6th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",620 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 M340,Opal,"Dec 6th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",620 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 M340,Opal,2015,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",620 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 M340,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",943 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R7 M350,Meso,"May 5th, 2015",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",1000 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 M350,Opal,2015,PCIe 3.0 x8,"2 GB, DDR3, 64 bit",725 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 M360,Meso,"May 5th, 2015",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",1100 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R7 M365X,Litho,"May 5th, 2015",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",900 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R7 M370,Litho,"May 5th, 2015",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",900 MHz,1150 MHz,384 / 24 / 8
AMD,Radeon R7 M380,Tropo,"May 5th, 2015",PCIe 3.0 x16,"4 GB, DDR3, 128 bit",900 MHz,1000 MHz,640 / 40 / 16
AMD,Radeon R7 Mobile Graphics,Wani,"Nov 15th, 2015",IGP,System Shared,200 MHz,System Shared,512 / 32 / 8
AMD,Radeon R7 Mobile Graphics,Wani,"Nov 15th, 2015",IGP,System Shared,200 MHz,System Shared,512 / 32 / 8
AMD,Radeon R8 M350DX,Jet,"Dec 12th, 2015",IGP,System Shared,955 MHz,System Shared,384 / 24 / 8
AMD,Radeon R8 M365DX,Meso,"Jun 3rd, 2015",IGP,System Shared,900 MHz,System Shared,384 / 24 / 8
AMD,Radeon R9 A375,Venus,2015,PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon R9 M270X,Saturn,"Feb 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1375 MHz,768 / 48 / 16
AMD,Radeon R9 M280X,Saturn,"Feb 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1375 MHz,896 / 56 / 16
AMD,Radeon R9 M280X,Saturn,"Feb 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",1000 MHz,1500 MHz,896 / 56 / 16
AMD,Radeon R9 M360,Tropo,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1125 MHz,512 / 32 / 16
AMD,Radeon R9 M365X,Tropo,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon R9 M370X Mac Edition,Tropo,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",775 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon R9 M375,Tropo,"May 5th, 2015",PCIe 3.0 x16,"2 GB, DDR3, 128 bit",1000 MHz,900 MHz,640 / 40 / 16
AMD,Radeon R9 M375X,Tropo,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon R9 M380,Strato,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1500 MHz,768 / 48 / 16
AMD,Radeon R9 M380 Mac Edition,Strato,"May 5th, 2015",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",900 MHz,1568 MHz,768 / 48 / 16
AMD,Radeon R9 M385,Strato,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",900 MHz,1200 MHz,896 / 56 / 16
AMD,Radeon R9 M385X,Strato,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1000 MHz,1200 MHz,896 / 56 / 16
AMD,Radeon R9 M390X,Amethyst,"May 5th, 2015",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048 / 128 / 32
AMD,Radeon R9 M395 Mac Edition,Grenada,"May 5th, 2015",MXM-B (3.0),"4 GB, GDDR5, 256 bit",834 MHz,1365 MHz,1792 / 112 / 32
AMD,Radeon R9 M395X,Amethyst,"May 5th, 2015",MXM-B (3.0),"8 GB, GDDR5, 256 bit",723 MHz,1250 MHz,2048 / 128 / 32
AMD,Radeon R9 M395X Mac Edition,Amethyst,"May 5th, 2015",MXM-B (3.0),"4 GB, GDDR5, 256 bit",909 MHz,1365 MHz,2048 / 128 / 32
AMD,FirePro S4000X,Venus,"Aug 7th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",725 MHz,1125 MHz,640 / 40 / 16
AMD,FirePro W4170M,Mars,"Apr 28th, 2014",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",825 MHz,1000 MHz,384 / 24 / 8
AMD,FirePro W5170M,Tropo,"Aug 25th, 2014",MXM-A (3.0),"2 GB, GDDR5, 128 bit",900 MHz,1125 MHz,640 / 40 / 16
AMD,FirePro W6170M,Saturn,"Aug 25th, 2014",MXM-B (3.0),"2 GB, GDDR5, 128 bit",1075 MHz,1375 MHz,768 / 48 / 16
AMD,Radeon E8860,Venus,"Jan 25th, 2014",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",575 MHz,1125 MHz,640 / 40 / 16
AMD,Radeon HD 8210 IGP,Kalindi,"Jan 31st, 2014",IGP,System Shared,300 MHz,System Shared,128 / 8 / 4
AMD,Radeon HD 8530M,Mars,"Jan 10th, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,320 / 16 / 8
AMD,Radeon HD 8550M,Sun,"Jul 13th, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 A220,Caicos,2014,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",775 MHz,900 MHz,160 / 8 / 4
AMD,Radeon R5 A230,Jet,"Jan 7th, 2014",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R5 A240,Oland,2014,PCIe 3.0 x8,"2 GB, DDR3, 128 bit",730 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 A240,Jet,2014,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",1030 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 A255,Topaz,2014,PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",925 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R5 M230,Jet,"Jan 7th, 2014",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",825 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R5 M230,Jet,"Jan 7th, 2014",PCIe 3.0 x8,"4 GB, DDR3, 64 bit",780 MHz,1000 MHz,320 / 20 / 8
AMD,Radeon R5 M230 Rebrand,Sun,"May 31st, 2014",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",780 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 M240,Jet,"Sep 18th, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",1000 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 M240 Rebrand,Mars,"Jan 10th, 2014",PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,384 / 24 / 8
AMD,Radeon R5 M250,Jet,Unknown,PCIe 3.0 x8,"1024 MB, DDR3, 64 bit",650 MHz,900 MHz,320 / 20 / 8
AMD,Radeon R5 M255,Topaz,"Oct 12th, 2014",PCIe 3.0 x8,"1024 MB, GDDR5, 128 bit",925 MHz,1000 MHz,384 / 24 / 8
AMD,Radeon R5 Mobile Graphics,Beema,"Jun 14th, 2014",IGP,System Shared,800 MHz,System Shared,128 / 8 / 4
